17
3
ROW 0 (Floor 10 - ROOF)
0 "49 49 49 49 49 49 49 49 49 49 49 49 49 49 49 49 49 49 49 49 49 49 49 49 49 49 49 49 49 49 49 49 49 49 49 49 49 49 49 49 49 49 49 49 49 49 49 49 49 49 49 49 49 49 70 70 70 70 70 70 70 70 70 70 49 49 49 49 49 49 70 70 70 70 70 70 70 70 70 70 49 49 49 49 49 49 70 70 70 70 70 70 70 70 70 70 49 49 49 49 49 49 70 70 70 70 70 70 70 70 70 70 49 49 49 49 49 49 70 70 70 70 49 49 49 49 49 49 49 49 49 49 49 49 70 70 70 70 49 49 49 49 49 49 49 49 49 49 49 49 70 70 70 70 49 49 49 49 49 49 49 49 49 49 49 49 70 70 70 70 49 49 49 49 49 49 49 49 49 49 49 49 49 63 63 49 49 49 49 49 49 49 "
1 "49 49 49 49 49 49 49 49 49 49 49 49 49 49 49 49 49 49 49 49 49 49 49 49 49 49 49 49 49 49 49 49 49 49 49 49 49 49 49 49 49 49 49 49 49 49 49 49 70 70 70 70 70 70 70 70 70 49 49 49 49 49 49 49 70 70 70 70 70 70 70 70 70 49 49 49 49 49 49 49 70 70 70 70 70 70 70 70 70 49 49 49 49 49 49 49 70 70 70 70 70 70 70 70 70 49 49 49 49 49 49 49 49 49 49 49 49 49 70 70 70 49 49 49 49 49 49 49 49 49 49 49 49 49 70 70 70 49 49 49 49 49 49 49 49 49 49 49 49 49 70 70 70 49 49 49 49 49 49 49 49 49 49 49 49 49 70 70 70 49 49 49 49 49 49 49 49 49 49 49 49 49 49 72 49 49 49 49 49 49 49 49 "
2 "93 93 93 94 93 93 93 94 93 93 93 93 93 94 93 93 94 93 93 93 93 81 81 81 81 81 81 94 93 93 93 94 93 93 93 93 81 49 97 97 97 97 49 81 93 93 93 93 93 93 94 81 49 97 97 96 96 97 97 49 81 93 93 93 93 93 93 49 97 97 96 96 96 96 97 97 49 93 94 93 93 94 93 49 97 96 96 96 96 96 96 97 49 93 93 93 93 93 93 49 97 96 96 96 96 96 96 97 49 93 93 94 93 93 94 49 97 97 96 96 96 96 97 97 49 93 93 93 93 93 94 49 81 97 97 96 96 97 97 81 49 94 93 93 94 93 93 49 49 81 97 96 96 97 81 49 49 93 93 93 93 93 93 49 81 81 49 63 63 49 81 81 49 93 93 93 93 94 93 49 81 81 49 63 63 49 81 81 49 93 93 94 "
ROW 1
0 "49 49 49 49 49 49 49 63 63 49 49 49 49 49 49 49 49 49 49 49 49 49 49 63 63 49 49 49 49 49 49 49 49 81 81 81 81 81 49 63 63 49 81 81 81 81 81 49 49 49 49 49 49 49 49 63 63 49 49 49 49 49 49 49 49 81 81 81 81 81 49 63 63 49 81 81 81 81 81 49 49 49 49 49 49 49 49 63 63 49 49 49 49 49 49 49 49 81 81 81 81 81 49 63 63 49 81 81 81 81 81 49 49 49 49 49 49 49 49 63 63 49 49 49 49 49 49 49 49 81 81 81 81 81 49 63 63 49 81 81 81 81 81 49 49 49 49 49 49 49 49 63 63 49 49 49 49 49 49 49 49 81 81 81 81 81 49 63 63 49 81 81 81 81 81 49 49 49 49 49 49 49 49 63 63 49 49 49 49 49 49 49 "
1 "93 93 93 93 93 93 93 94 93 93 94 81 81 81 81 81 93 94 93 93 93 93 93 93 93 93 93 49 49 49 49 49 93 93 93 93 93 94 93 93 93 93 93 81 81 81 81 81 93 93 93 93 93 93 93 93 94 93 93 49 49 49 49 49 94 93 93 94 93 93 93 93 93 69 69 81 81 81 81 81 94 93 93 93 93 93 93 93 69 69 69 49 34 49 49 49 93 93 93 93 93 94 93 93 69 69 69 69 69 69 69 69 93 94 93 93 93 93 93 93 93 69 69 69 69 69 69 69 93 93 93 93 93 93 93 94 93 93 69 69 69 69 69 69 93 93 93 93 93 93 94 93 93 93 93 49 49 49 49 49 93 93 93 94 93 93 93 93 93 93 93 81 81 81 81 81 94 93 93 93 93 93 94 93 93 94 93 49 49 49 49 49 "
2 "81 81 81 81 81 81 81 63 63 81 81 81 81 81 81 81 49 49 49 49 49 49 49 63 63 49 49 49 49 49 49 49 81 81 81 81 81 81 81 63 63 81 81 81 81 81 81 81 49 49 49 49 49 49 49 63 63 49 49 49 49 49 49 49 81 81 81 81 81 81 81 63 63 81 81 81 81 81 81 81 49 49 49 49 49 49 49 63 63 49 49 49 49 49 49 49 69 69 69 69 69 69 69 69 69 69 69 69 81 81 81 81 69 69 69 69 69 69 69 69 69 69 69 49 49 49 49 49 69 69 69 69 69 69 69 69 69 81 81 81 81 81 81 81 49 49 49 49 49 49 49 49 49 49 49 49 49 49 49 49 81 81 81 81 81 81 81 81 81 81 81 81 81 81 81 81 49 49 49 49 49 49 49 49 49 49 49 49 49 49 49 49 "
ROW 2 (Floor 8 - BOSS)
0 "49 49 49 49 49 49 49 49 49 49 49 49 49 49 49 49 49 70 70 70 70 70 70 70 70 70 70 70 70 70 70 49 49 70 70 70 70 70 70 70 70 70 70 70 70 70 70 49 49 70 70 70 70 70 70 70 70 70 70 70 70 70 70 49 49 70 70 70 70 70 70 70 70 70 70 70 70 70 70 49 49 70 70 70 70 70 70 70 70 70 70 70 70 70 70 49 49 70 70 70 70 70 70 70 70 70 70 70 70 70 70 49 49 70 70 70 70 70 70 70 70 70 70 70 70 70 70 49 49 70 70 70 70 70 70 70 70 70 70 70 70 70 70 49 49 70 70 70 70 70 70 70 70 70 70 70 70 70 70 49 49 70 70 70 70 70 70 70 70 70 70 70 70 70 70 70 49 49 49 49 49 49 49 49 49 49 49 49 49 49 49 49 "
1 "49 49 49 49 49 49 49 49 49 49 49 49 49 49 49 49 49 49 49 49 49 49 49 49 49 49 49 49 49 49 49 49 49 49 49 49 49 49 49 49 49 49 49 49 49 49 49 49 49 49 49 49 49 49 49 49 49 49 49 49 49 49 49 49 49 70 70 70 70 70 70 70 70 70 70 70 70 70 70 70 49 70 70 70 70 70 70 70 70 70 70 70 70 70 70 70 49 70 70 70 70 70 70 70 70 70 70 70 70 70 70 70 49 70 70 70 70 70 70 70 70 70 70 70 70 70 70 70 49 70 70 70 70 49 49 49 49 49 49 49 49 49 49 49 49 70 70 70 70 49 49 49 49 49 49 49 49 49 49 49 70 70 70 70 70 49 49 49 49 49 49 49 49 49 49 49 49 49 49 49 49 49 49 49 49 49 49 49 49 49 49 49 "
2 "49 49 49 49 49 49 49 49 49 49 49 49 49 49 49 49 49 49 49 49 49 49 49 49 49 49 49 49 49 49 49 49 49 49 49 49 49 49 49 49 49 49 49 49 49 49 49 49 49 49 49 49 49 49 49 49 49 49 49 49 49 49 49 49 70 70 70 70 70 70 70 70 70 70 70 70 70 70 70 49 70 70 70 70 70 70 70 70 70 70 70 70 70 70 70 49 70 70 70 70 70 70 70 70 70 70 70 70 70 70 70 49 70 70 70 70 70 70 70 70 70 70 70 70 70 70 70 49 49 49 49 49 49 49 49 49 49 49 70 70 70 70 70 49 49 49 49 49 49 49 49 49 49 49 70 81 70 81 70 49 49 49 49 49 49 49 49 49 49 49 70 70 70 70 70 49 49 49 49 49 49 49 49 49 49 49 49 49 63 49 49 49 "
ROW 3 (Floor 7 - DOGS)
0 "49 49 49 49 49 49 49 49 49 49 49 49 49 49 49 49 49 70 70 70 70 70 70 70 70 70 70 70 70 70 70 49 49 70 81 70 81 70 81 70 70 81 70 81 70 81 70 49 49 70 70 70 70 70 70 70 70 70 70 70 70 70 70 49 49 70 81 70 70 70 70 70 70 70 70 70 70 81 70 49 49 70 70 70 70 70 70 70 70 70 70 70 70 70 70 49 49 70 81 70 70 70 70 70 70 70 70 70 70 81 70 49 49 70 70 70 70 70 70 70 70 70 70 70 70 70 70 49 49 70 70 70 70 70 70 70 70 70 70 70 70 70 70 70 49 70 81 70 70 70 70 70 70 70 70 70 70 81 70 49 49 70 70 70 70 70 70 70 70 70 70 70 70 70 70 49 49 49 49 63 49 49 49 49 49 49 49 49 49 49 49 49 "
1 "49 49 49 49 49 49 49 49 49 49 49 49 49 49 49 49 49 70 70 70 70 70 70 70 70 70 70 70 70 70 70 49 49 70 70 70 70 70 70 70 70 70 70 70 70 70 70 49 49 70 70 81 70 70 70 70 70 70 70 70 81 70 70 49 49 70 70 70 70 70 70 70 70 70 70 70 70 70 70 49 49 70 70 70 70 70 70 70 70 70 70 70 70 70 70 49 49 70 70 70 70 70 70 70 70 70 70 70 70 70 70 49 49 70 70 70 70 70 70 70 70 70 70 70 70 70 70 49 70 70 70 81 70 70 70 70 70 70 70 70 81 70 70 49 49 70 70 70 70 70 70 70 70 70 70 70 70 70 70 49 49 70 70 70 70 70 70 70 70 70 70 70 70 70 70 49 49 49 49 49 49 49 49 49 49 49 49 49 49 49 49 49 "
2 "49 49 49 49 49 49 49 49 49 49 49 49 63 49 49 49 49 49 49 49 49 49 49 49 49 49 70 70 70 70 70 49 49 49 49 49 49 49 49 49 49 49 70 81 70 81 70 49 49 49 49 49 49 49 49 49 49 49 70 70 70 70 70 49 70 70 70 70 70 70 70 70 70 70 70 70 70 70 70 49 70 70 70 70 70 70 70 70 70 70 70 70 70 70 70 49 70 70 70 70 70 70 70 70 70 70 70 70 70 70 70 49 70 70 70 70 70 70 70 70 70 70 70 70 70 70 70 49 49 49 49 49 49 49 49 49 49 49 49 49 49 49 49 49 49 49 49 49 49 49 49 49 49 49 49 49 49 49 49 49 49 49 49 49 49 49 49 49 49 49 49 49 49 49 49 49 49 49 49 49 49 49 49 49 49 49 49 49 49 49 49 49 "
ROW 4 (Floor 6 - Islands)
0 "49 49 49 63 49 49 49 49 49 49 49 49 49 49 49 49 49 42 40 00 40 42 00 00 45 21 11 11 11 20 20 20 49 00 00 00 00 00 00 21 21 21 11 11 11 11 20 20 49 00 00 00 21 45 21 21 21 13 11 11 11 11 11 20 49 00 21 21 21 21 21 13 11 11 11 11 11 11 11 20 49 21 45 21 21 13 11 11 11 11 11 20 11 11 11 20 49 21 21 21 13 11 11 11 11 11 11 11 11 11 11 20 49 11 11 11 11 11 11 11 11 11 11 11 20 11 20 20 49 11 11 20 11 11 11 11 11 11 11 11 11 11 20 20 49 11 11 11 11 11 11 20 11 11 11 11 11 20 20 20 49 11 11 11 11 11 11 11 11 11 11 11 20 20 20 20 49 11 11 11 11 11 11 11 11 20 20 20 20 20 20 20 "
1 "49 49 49 49 49 49 49 49 49 49 49 49 49 49 49 49 20 20 11 20 21 21 00 01 01 01 01 01 01 01 23 22 20 20 11 11 45 21 21 00 01 01 01 01 01 23 22 22 20 11 11 11 21 21 21 00 00 01 23 22 22 22 22 22 20 11 11 11 15 21 45 00 00 00 22 22 22 22 22 22 20 11 11 11 11 15 21 21 01 00 22 22 22 22 22 22 20 11 11 20 11 11 21 21 21 00 22 39 22 01 01 01 20 11 11 11 11 11 15 21 21 00 00 00 00 01 45 45 20 11 11 11 11 11 11 15 21 45 00 00 00 45 45 45 20 11 11 11 11 11 11 11 21 21 21 21 21 21 45 13 20 20 11 11 11 11 20 11 11 11 15 21 21 13 20 20 20 11 11 11 11 11 11 11 11 11 11 11 11 20 20 20 "
2 "49 49 49 49 49 49 49 49 49 49 49 49 49 49 49 49 22 22 24 01 01 01 01 01 01 00 00 45 21 11 20 49 22 22 22 01 01 01 01 00 00 21 21 21 21 11 11 49 22 22 22 24 01 00 00 00 21 45 21 21 13 11 11 49 22 22 22 22 24 00 00 21 21 21 13 11 11 11 11 49 22 22 39 22 22 00 21 21 21 21 11 11 11 11 11 49 01 00 21 21 21 21 45 21 21 13 11 11 11 11 11 49 45 21 21 21 21 21 21 21 13 11 11 11 11 20 11 49 45 21 21 13 11 11 11 11 11 11 11 11 11 11 11 49 20 20 11 11 11 20 11 11 11 11 11 11 11 11 11 49 20 20 11 11 11 11 11 11 11 11 11 20 11 11 11 49 20 20 20 11 11 11 11 11 11 11 11 11 11 11 11 49 "
ROW 5
0 "49 11 11 11 11 11 11 11 11 20 20 20 20 20 20 20 49 11 11 11 11 11 11 11 11 11 11 11 11 20 20 20 49 21 45 21 21 19 20 11 11 11 11 11 11 11 11 20 49 21 21 21 21 45 21 21 19 11 20 11 11 11 11 20 49 00 01 01 01 21 21 21 45 11 11 11 11 11 11 11 49 42 01 01 01 01 01 21 21 11 11 11 11 11 11 11 49 01 01 40 00 42 01 01 21 19 11 11 11 20 11 11 49 01 40 41 40 00 01 42 45 21 11 11 11 11 11 11 49 42 00 40 00 00 01 00 21 21 19 11 11 11 11 11 49 01 00 00 00 00 00 00 00 21 21 21 11 11 11 11 49 01 01 42 01 00 00 00 01 01 21 45 20 11 11 11 49 49 49 49 49 49 49 49 49 49 49 49 49 49 49 49 "
1 "20 11 11 11 11 11 11 11 11 11 11 11 11 20 20 20 20 11 11 11 11 11 11 11 11 11 11 11 11 20 20 20 20 20 11 11 11 11 11 11 11 11 20 11 11 20 20 20 20 11 11 11 11 20 11 11 11 11 11 11 11 11 20 20 11 11 11 11 11 11 11 11 11 11 11 11 11 20 20 20 11 11 11 11 11 11 11 11 11 11 11 20 20 20 11 20 11 11 20 11 11 11 11 11 11 11 20 11 11 11 11 20 11 11 11 11 11 11 11 20 11 11 20 11 11 11 11 11 11 11 11 11 11 11 11 11 11 20 11 11 11 11 11 11 11 11 20 11 11 11 11 20 20 11 11 11 11 11 11 11 11 11 11 11 11 11 20 20 20 11 11 20 20 11 11 11 49 49 49 49 49 49 49 49 49 49 49 49 49 49 49 49 "
2 "20 20 20 11 11 11 11 11 11 11 11 11 11 11 11 49 20 20 11 11 11 11 11 11 11 20 11 11 11 11 11 49 20 20 11 11 11 11 11 11 11 11 11 11 11 11 11 49 20 11 11 11 11 11 11 11 11 11 11 11 11 11 20 49 20 11 11 11 11 11 11 11 11 11 11 11 11 11 11 49 20 11 11 11 11 20 11 11 11 11 11 11 17 21 21 49 20 11 11 11 11 11 11 11 11 11 17 21 21 21 45 49 11 11 11 11 11 11 11 11 11 17 21 45 21 00 00 49 11 11 11 11 11 11 11 17 21 21 21 21 00 00 00 49 11 11 11 11 11 11 17 21 21 21 00 00 00 00 01 49 11 11 11 11 11 11 21 21 45 00 00 01 01 00 01 49 49 49 49 49 49 49 49 49 49 49 49 49 49 63 49 49 "
ROW 6 (Floor - LAVA)
0 "49 49 49 49 49 49 49 49 49 49 49 49 49 49 49 49 49 30 29 30 29 29 29 29 29 47 47 47 46 46 46 46 49 30 29 29 29 29 29 29 47 47 47 48 46 46 48 46 49 29 29 29 29 29 29 29 30 47 46 46 46 46 46 46 49 47 29 29 29 29 29 29 29 47 46 46 48 46 46 46 49 47 47 47 29 29 29 29 29 47 47 46 46 46 46 46 49 46 47 47 47 47 30 29 29 29 47 47 47 47 48 46 49 48 46 46 47 47 47 47 29 47 47 47 47 47 47 46 49 46 46 46 46 47 47 47 47 47 47 47 47 47 47 47 49 46 46 48 46 46 47 47 46 46 48 46 46 47 47 47 49 46 46 46 46 46 46 46 46 46 46 46 46 46 46 47 49 46 48 46 46 46 46 48 46 46 46 46 46 46 48 46 "
1 "49 49 49 49 49 49 49 49 49 49 49 49 49 49 49 49 48 46 46 47 47 47 29 29 30 29 29 30 29 29 29 47 46 46 46 46 47 47 47 47 29 29 29 29 29 29 47 47 46 46 48 46 46 46 47 47 29 29 29 47 47 47 47 47 46 46 46 46 47 47 47 47 29 29 47 47 47 47 46 46 46 46 46 47 47 47 47 47 47 47 47 47 46 46 48 46 46 46 46 47 30 29 47 47 47 46 46 46 46 46 46 46 48 47 47 47 47 47 47 48 46 46 46 46 46 46 46 46 47 47 47 29 47 47 46 46 46 46 46 48 46 46 46 48 47 47 47 47 47 46 46 46 46 46 46 46 46 46 46 46 47 47 47 47 46 46 46 46 46 48 46 46 46 46 46 46 48 46 46 46 46 48 46 46 46 46 46 46 46 46 48 46 "
2 "49 49 49 49 49 49 49 49 49 49 49 49 49 63 49 49 47 47 29 29 29 29 29 29 29 29 29 29 30 29 30 49 47 47 47 47 29 29 30 29 29 29 29 29 29 29 29 49 47 47 47 47 47 47 47 47 29 29 29 29 29 29 29 49 48 46 46 47 47 48 47 47 47 47 29 29 29 29 29 49 46 46 46 46 46 46 46 46 47 47 29 29 29 29 29 49 46 48 46 46 46 46 46 46 47 47 30 29 29 29 29 49 46 46 46 46 46 46 48 46 46 47 47 29 29 29 29 49 46 46 48 46 46 46 46 46 46 46 47 29 29 29 30 49 46 46 46 46 46 46 46 46 46 46 47 47 29 29 29 49 46 46 46 46 46 48 46 46 46 46 47 47 29 29 29 49 48 46 46 48 46 46 46 46 46 48 46 47 47 29 29 49 "
ROW 7
0 "49 46 46 46 46 46 46 46 46 46 46 46 46 46 46 46 49 46 46 46 46 46 46 46 46 46 46 46 46 46 46 46 49 46 46 46 46 46 46 46 46 46 46 46 46 46 46 46 49 47 47 47 46 46 46 46 46 46 46 46 46 46 46 46 49 47 47 47 47 47 46 46 46 46 46 46 46 46 46 46 49 29 29 29 47 47 47 47 47 46 46 46 46 46 46 46 49 29 29 29 29 29 29 47 47 47 46 46 46 46 46 46 49 29 29 29 29 29 29 29 29 47 47 46 46 46 46 46 49 29 29 29 29 29 29 29 29 29 47 47 47 47 47 47 49 29 29 29 29 29 29 29 29 29 29 29 29 47 47 47 49 29 29 29 29 29 29 29 29 29 29 29 29 29 29 29 49 49 49 49 63 49 49 49 49 49 49 49 49 49 49 49 "
1 "48 46 46 46 46 46 46 46 46 46 48 46 46 46 46 46 46 46 46 46 46 46 48 46 46 46 46 46 46 46 46 46 46 46 46 46 46 46 46 46 46 46 46 46 48 46 46 46 46 46 46 46 46 46 46 46 46 46 46 46 46 46 46 47 46 46 48 46 46 46 46 46 46 47 47 46 46 47 47 47 48 46 46 46 46 47 47 47 47 47 47 47 47 47 47 29 46 46 46 46 47 47 47 47 47 47 29 47 47 47 29 29 46 46 47 47 47 47 29 29 29 29 29 29 29 29 29 29 47 47 47 47 29 29 29 29 29 29 29 29 29 29 29 29 47 29 29 29 29 30 29 29 29 29 29 29 29 29 29 29 29 29 29 29 29 29 29 29 29 29 29 30 30 30 30 29 49 49 49 49 49 49 49 49 49 49 49 49 49 49 49 49 "
2 "48 46 46 46 48 46 46 46 48 46 48 47 47 29 29 49 46 46 46 46 46 46 46 46 46 46 47 47 29 29 29 49 46 46 48 46 46 46 48 46 46 47 47 47 29 29 30 49 47 46 46 46 46 46 46 46 46 47 47 29 29 29 29 49 47 47 46 46 48 46 47 47 47 47 47 29 29 29 29 49 29 47 47 47 47 47 47 47 47 29 29 29 30 29 29 49 29 29 47 47 47 47 29 29 29 29 29 29 29 29 29 49 29 29 29 30 29 29 29 29 29 29 29 29 29 29 29 49 29 29 29 29 29 29 29 29 30 29 29 29 29 29 30 49 29 29 29 29 29 29 29 29 29 29 29 29 29 29 29 49 29 29 30 29 29 29 29 29 29 29 29 29 29 30 30 49 49 49 49 49 49 49 49 49 49 49 49 49 49 49 49 49 "
ROW 8 (Floor 4 - ICE)
0 "49 49 49 49 63 49 49 49 49 49 49 49 49 49 49 49 49 61 61 59 61 59 61 61 61 61 61 61 60 61 61 04 49 61 61 61 61 61 60 61 61 61 61 61 61 61 61 04 49 61 61 60 61 61 61 61 61 61 61 61 61 61 61 04 49 61 60 61 61 61 61 61 61 60 61 61 61 60 61 04 49 61 61 61 61 61 61 60 61 61 61 61 61 61 61 04 49 61 61 61 61 61 61 61 60 61 61 61 61 61 61 04 49 61 61 61 61 61 61 61 61 61 61 61 61 61 60 04 49 61 61 61 61 61 61 60 61 61 61 61 61 61 61 04 49 61 60 61 61 61 61 61 61 61 61 61 61 61 61 04 49 61 61 61 61 61 61 61 61 61 61 61 61 61 61 04 49 04 04 04 04 04 04 58 58 58 04 04 04 04 04 04 "
1 "49 49 49 49 49 49 49 49 49 49 49 49 49 49 49 49 04 04 04 04 04 04 04 04 04 04 04 04 04 04 04 04 04 04 04 04 04 04 04 04 04 04 04 04 04 04 04 04 04 04 04 04 04 04 04 04 04 04 04 04 04 04 04 04 04 04 04 04 04 04 04 04 58 58 58 04 04 04 04 04 04 04 04 04 04 04 04 60 58 58 58 58 60 04 04 04 04 04 04 04 04 04 58 58 58 58 58 58 58 04 04 04 04 04 04 04 04 04 58 58 58 58 04 58 58 58 60 04 04 04 04 04 04 58 58 58 58 04 04 58 58 58 58 58 04 04 04 04 04 60 58 58 58 04 04 04 04 58 58 58 04 04 04 04 04 04 58 58 58 58 04 04 04 04 04 04 04 04 04 04 04 04 04 58 58 58 04 04 04 04 04 04 "
2 "49 49 49 49 49 49 49 49 49 49 49 49 49 49 49 49 04 61 61 61 61 61 61 61 61 59 61 59 61 61 61 49 04 61 61 61 61 61 61 61 61 59 61 59 61 61 61 49 04 61 61 61 61 61 61 61 61 61 61 61 61 61 61 49 04 61 61 60 61 61 61 61 61 61 61 61 61 61 61 49 04 61 61 61 61 61 61 61 61 61 61 60 61 61 61 49 04 61 61 61 61 60 61 61 61 61 61 61 61 60 61 49 04 61 61 61 61 61 61 61 60 61 61 61 61 61 61 49 58 61 61 61 61 61 61 61 61 61 61 61 61 61 61 49 58 61 61 61 61 61 61 61 61 61 61 61 60 61 61 49 04 61 61 61 60 61 61 61 61 61 60 61 61 61 61 49 04 04 04 04 04 04 04 04 04 04 04 04 04 04 04 49 "
ROW 9
0 "49 04 04 04 04 04 04 58 58 58 04 04 04 04 04 04 49 04 04 04 04 04 58 58 58 58 04 04 04 04 04 04 49 04 04 04 60 58 58 58 58 58 04 04 04 04 04 04 49 04 04 58 58 58 58 58 04 04 04 04 04 04 04 04 49 04 58 58 58 58 58 04 04 04 04 04 04 04 04 04 49 60 58 58 58 04 04 04 04 04 58 58 58 58 60 04 49 58 58 58 60 04 04 04 60 58 58 58 58 58 58 58 49 58 58 58 04 04 04 04 58 58 58 58 58 58 58 04 49 58 58 58 58 04 58 58 58 58 58 58 58 60 04 04 49 60 58 58 58 58 58 58 58 58 04 04 04 04 04 04 49 60 60 60 58 58 58 58 58 04 04 04 04 04 04 04 49 49 49 49 49 49 49 49 49 49 49 49 49 49 49 49 "
1 "04 04 04 04 04 04 04 58 58 58 04 04 04 04 04 04 04 04 04 04 04 04 58 58 58 58 04 04 04 04 04 04 04 04 04 04 04 58 58 58 58 04 04 04 04 04 58 58 04 04 04 04 58 58 58 58 60 04 04 04 04 58 58 58 04 04 04 04 58 58 58 58 04 04 04 04 58 58 58 58 04 04 60 58 58 58 58 58 04 04 04 60 58 58 58 58 58 58 58 58 58 58 58 58 58 04 58 58 58 58 58 58 04 04 58 58 58 58 58 58 58 58 58 58 58 58 04 04 04 04 04 58 58 58 58 58 58 58 58 58 58 58 04 04 04 04 04 04 04 60 58 58 58 58 04 04 04 04 04 04 04 04 04 04 04 04 04 04 04 04 04 04 04 04 04 04 49 49 49 49 49 49 49 49 49 49 49 49 49 49 49 49 "
2 "04 04 04 04 04 04 04 04 04 04 04 04 04 04 04 49 04 04 04 58 58 04 04 04 04 04 04 04 04 04 04 49 58 58 58 58 58 58 58 60 60 04 04 04 04 04 04 49 58 58 58 58 58 58 58 58 58 60 04 04 04 04 04 49 58 58 58 58 58 58 58 58 58 58 58 60 04 04 04 49 58 58 58 58 58 58 58 58 58 58 58 58 04 04 04 49 58 58 58 04 04 60 58 58 58 58 58 58 58 04 04 49 04 04 04 04 04 04 04 58 58 58 58 58 58 58 04 49 04 04 04 04 04 04 04 04 04 58 58 58 58 58 04 49 04 04 04 04 04 04 04 04 04 04 58 58 58 58 58 49 04 04 04 04 04 04 04 04 04 04 04 58 58 58 58 49 49 49 49 49 49 49 49 49 49 49 49 49 63 49 49 49 "
ROW 10 (Floor 3 - DESERT)
0 "49 49 49 49 49 49 49 49 49 49 49 49 49 49 49 49 49 21 21 43 43 21 21 21 21 21 21 21 21 21 21 21 49 21 21 21 21 21 21 21 21 21 21 21 21 21 21 21 49 21 21 21 21 21 21 21 21 21 21 43 21 21 21 21 49 21 21 21 21 21 21 21 21 21 21 21 21 21 21 21 49 21 21 21 21 21 21 21 21 21 21 21 21 21 21 21 49 21 21 21 21 21 21 21 21 21 21 21 21 21 21 21 49 89 21 21 21 21 21 21 21 21 21 21 21 21 21 21 49 21 21 21 21 21 21 21 21 21 21 21 21 21 21 21 49 21 21 21 21 21 21 43 21 21 21 21 21 21 21 21 49 21 21 21 21 21 21 21 21 21 21 21 21 21 21 21 49 21 21 21 21 21 21 21 21 21 21 21 21 21 21 21 "
1 "49 49 49 49 49 49 49 49 49 49 49 49 49 49 49 49 21 21 21 21 21 89 21 43 43 43 43 43 43 21 21 21 21 21 21 21 21 21 21 21 21 43 43 43 21 21 21 21 21 21 21 21 21 21 21 21 21 21 21 21 21 21 21 21 21 21 21 21 21 21 21 21 21 21 21 21 21 21 21 21 21 21 21 21 21 21 21 21 21 89 21 21 21 21 21 21 21 21 21 21 21 21 21 21 21 21 21 21 21 21 21 21 21 21 21 21 21 21 21 21 21 21 21 21 21 21 21 21 21 21 21 21 21 21 21 21 21 21 21 21 21 21 21 21 21 21 21 21 21 43 21 21 21 21 21 21 21 21 21 21 21 21 21 21 21 21 21 21 21 21 21 21 21 21 21 21 21 21 21 21 21 21 21 21 21 21 21 21 21 21 21 21 "
2 "49 49 49 49 49 49 49 49 49 49 49 49 63 49 49 49 21 21 21 21 21 21 21 89 43 43 43 43 21 43 43 49 21 21 21 21 21 21 21 21 21 21 43 43 21 21 43 49 21 21 21 21 43 21 21 21 21 21 21 21 21 21 21 49 21 21 21 21 21 21 21 21 21 21 21 21 21 21 21 49 21 21 21 21 21 21 21 21 21 21 21 21 21 21 21 49 21 21 21 21 21 21 21 21 21 21 21 21 21 21 21 49 21 21 21 21 21 21 21 21 21 21 21 21 21 21 21 49 21 21 21 21 21 21 21 21 89 21 21 21 21 21 43 49 21 21 21 89 21 21 21 21 21 43 21 21 21 21 43 49 21 21 21 21 21 21 21 21 21 21 21 21 21 21 21 49 21 21 21 21 21 21 21 21 21 21 21 21 21 21 21 49 "
ROW 11
0 "49 21 21 21 21 21 21 21 21 21 21 21 21 21 21 21 49 21 21 21 21 21 21 21 21 21 21 21 21 21 21 21 49 21 21 21 21 21 21 21 21 43 21 21 21 21 21 21 49 21 21 21 21 21 21 21 21 21 21 21 21 21 21 21 49 21 21 21 21 21 21 21 21 89 21 21 21 21 21 21 49 21 21 21 21 21 21 21 21 21 21 21 21 21 21 21 49 21 21 21 21 21 21 21 21 21 21 21 21 21 21 21 49 21 21 21 21 21 21 21 21 21 21 21 21 21 21 21 49 21 21 21 21 21 21 21 21 21 21 21 21 21 21 21 49 21 21 21 21 21 21 21 21 21 21 21 21 21 21 21 49 21 21 21 21 21 21 21 21 21 21 21 21 21 21 21 49 49 49 49 63 49 49 49 49 49 49 49 49 49 49 49 "
1 "21 21 21 21 21 21 21 21 21 21 21 21 21 21 21 21 21 21 21 21 21 21 21 21 21 21 21 21 21 21 21 21 21 21 21 43 21 21 21 21 21 21 21 21 21 21 21 21 21 21 21 21 21 21 21 21 21 21 21 89 21 21 21 21 21 21 21 21 21 21 21 21 21 21 21 21 43 21 21 21 21 21 21 21 21 21 21 21 21 21 21 21 21 21 21 21 21 21 21 21 21 21 21 21 21 21 21 21 21 21 21 21 21 21 21 21 21 21 21 21 21 21 21 21 21 21 21 21 21 21 21 21 21 21 21 21 21 21 21 21 21 21 21 21 21 21 21 21 89 21 21 21 21 21 21 21 21 21 21 21 21 21 21 21 21 21 21 21 43 43 43 43 43 21 21 21 49 49 49 49 49 49 49 49 49 49 49 49 49 49 49 49 "
