5
5
Row 0
0 "01 00 00 01 00 00 00 01 00 00 12 11 11 11 11 11 00 00 00 81 81 81 81 81 01 12 11 11 16 01 00 00 00 01 81 49 70 70 70 49 81 11 11 16 81 00 81 01 00 81 49 70 70 70 70 70 49 81 11 00 49 81 49 81 00 49 70 70 70 70 70 70 70 49 11 01 81 70 70 70 01 49 70 70 70 70 70 70 70 49 11 14 49 70 70 70 01 49 70 70 70 70 70 70 70 49 11 11 81 70 70 81 00 49 81 70 70 70 70 70 81 49 11 11 49 70 70 49 00 49 49 81 70 70 70 81 49 49 11 16 81 70 70 81 00 49 49 49 81 63 81 49 49 49 11 00 49 70 70 49 01 49 49 49 49 63 49 49 49 49 11 01 81 70 70 81 00 49 49 49 49 63 49 49 49 49 11 00 49 70 70 49 "
1 "49 49 49 49 49 49 49 49 49 49 49 49 49 49 49 49 49 69 69 69 69 69 69 49 69 69 69 69 69 69 69 49 49 69 69 69 69 69 69 49 69 69 69 69 69 69 69 49 49 69 69 69 69 69 69 49 69 69 69 69 69 69 69 69 49 69 69 69 69 69 69 69 69 69 69 69 69 69 69 49 49 69 69 69 69 69 69 49 69 69 69 69 69 69 69 49 49 69 69 69 69 69 69 49 69 69 69 69 69 69 69 49 49 49 49 69 49 49 49 49 49 49 49 33 49 49 49 49 49 88 88 88 88 88 88 88 88 88 88 88 88 88 88 88 49 88 88 88 88 88 88 88 88 88 88 88 88 88 88 88 49 49 49 49 49 49 49 88 88 88 49 49 49 49 49 49 49 49 49 49 49 49 49 88 88 88 49 49 49 49 49 49 "
2 "49 49 49 49 49 49 49 49 49 49 49 49 49 49 49 49 49 69 69 69 69 69 69 69 69 69 69 49 49 49 49 49 49 69 69 69 69 69 69 69 69 69 69 49 49 33 49 49 69 69 69 69 69 69 69 69 69 69 69 49 88 88 88 88 49 69 69 69 69 69 69 69 69 69 69 49 88 88 88 88 49 69 69 69 81 81 81 81 69 69 69 49 88 88 88 88 49 69 69 69 69 69 69 69 69 69 69 49 88 88 88 88 49 49 49 49 49 49 69 49 49 49 49 49 88 88 49 49 88 88 88 88 88 88 88 88 88 88 88 88 88 88 49 49 88 88 88 88 88 88 88 88 88 88 88 88 88 88 49 49 49 49 49 49 49 49 49 49 49 49 49 49 49 49 49 49 49 49 49 49 49 49 49 49 49 49 49 49 49 49 49 49 "
3 "49 49 49 21 21 21 21 21 49 52 50 52 89 49 49 49 49 49 49 54 54 49 49 89 49 49 21 21 21 49 49 49 49 49 49 49 49 49 49 21 21 21 21 21 21 51 49 49 88 88 89 21 21 21 21 21 21 21 21 89 21 21 49 49 88 88 88 21 21 21 21 21 21 21 21 21 21 21 49 49 88 88 88 88 88 88 21 21 21 52 21 21 21 21 49 49 88 88 88 88 88 88 88 21 21 21 21 21 21 89 49 49 49 49 49 49 49 88 88 21 21 21 21 21 49 49 49 49 49 49 49 49 49 88 21 21 21 21 89 21 49 49 49 49 49 49 49 49 49 21 21 21 21 21 21 21 49 49 49 49 49 49 49 49 49 21 21 21 21 21 21 21 49 49 49 49 49 49 49 49 49 21 21 21 21 21 21 21 49 49 49 49 "
4 "49 89 43 89 43 43 43 43 43 43 89 49 49 49 49 49 49 66 66 66 66 67 21 21 21 43 51 49 49 49 49 49 49 49 11 11 11 66 66 67 89 49 49 49 49 49 49 49 49 49 66 66 11 11 81 81 81 49 49 49 49 49 49 49 49 49 21 68 66 81 49 49 49 54 49 49 49 49 49 49 49 21 21 89 81 49 70 70 70 49 49 49 49 49 49 00 49 21 21 21 21 70 70 70 70 70 49 49 49 49 66 00 49 43 89 21 21 70 70 70 70 21 49 49 49 11 66 21 49 21 21 21 21 70 70 70 21 21 21 49 66 11 66 43 49 52 21 21 21 21 70 70 70 21 21 21 66 11 66 00 49 49 21 21 21 21 21 21 21 21 21 21 66 11 66 00 49 49 21 21 21 21 21 21 21 21 21 21 66 11 66 21 "
Row 1
0 "49 49 49 49 49 63 49 49 49 49 49 49 49 49 49 49 49 49 49 49 49 63 49 49 49 49 49 49 49 49 49 49 49 49 88 88 88 88 88 88 88 88 88 88 88 49 49 49 49 49 88 81 88 88 88 81 88 81 88 81 88 49 49 49 49 49 88 88 88 88 88 88 88 88 88 88 88 49 49 49 49 49 88 81 88 88 88 81 88 81 88 81 88 49 49 49 49 49 88 88 88 88 88 88 88 88 88 88 88 88 88 88 49 49 88 81 88 88 88 88 88 88 88 88 88 88 88 88 49 49 88 88 88 88 88 88 88 88 88 88 88 88 88 88 49 49 88 81 88 81 88 81 88 81 88 81 88 49 49 49 49 49 88 88 88 88 88 88 88 88 88 88 88 49 49 49 49 49 49 49 49 49 49 49 49 49 49 49 49 49 49 49 "
1 "49 49 49 49 49 49 49 88 88 88 49 49 49 49 49 49 49 49 49 49 49 49 49 88 88 88 49 49 49 49 49 49 49 49 49 49 88 88 88 88 88 88 88 88 88 49 49 49 49 49 49 49 88 81 88 81 88 81 88 81 88 49 49 49 49 49 49 49 88 88 88 88 88 88 88 88 88 49 49 49 49 49 49 49 88 81 88 81 88 81 88 81 88 49 49 49 88 88 88 88 88 88 88 88 88 88 88 88 88 49 49 49 88 88 88 88 88 88 88 88 88 81 88 81 88 49 49 49 88 88 88 88 88 88 88 88 88 88 88 88 88 49 49 49 49 49 49 49 88 88 88 88 88 81 88 81 88 49 49 49 49 49 49 49 88 88 88 88 88 88 88 88 88 49 49 49 49 49 49 49 88 88 88 88 49 49 49 49 49 49 49 49 "
2 "49 49 49 49 49 49 49 49 49 49 49 49 49 49 49 49 49 49 49 49 00 42 00 00 00 40 00 00 49 49 49 49 49 49 49 00 00 00 88 88 88 88 42 00 42 49 49 49 49 49 40 00 42 88 88 00 00 88 88 00 00 00 49 49 49 49 00 00 88 88 00 00 40 00 88 88 40 00 49 49 49 42 00 00 88 00 00 12 14 00 00 88 00 00 42 49 49 00 00 42 88 40 00 18 16 00 00 88 00 00 40 49 49 49 00 40 88 88 00 00 00 40 88 88 00 00 49 49 49 49 00 00 00 88 88 40 00 88 88 42 00 42 49 49 49 49 49 00 00 00 88 88 88 88 40 00 00 49 49 49 49 49 49 49 42 00 40 88 88 42 00 00 49 49 49 49 49 49 49 49 49 49 49 88 88 49 49 49 49 49 49 49 "
