4
4
ROW 1
1 "22 22 22 22 35 22 22 22 22 22 22 35 22 22 22 22 22 22 22 22 35 22 22 22 22 22 22 35 22 22 22 22 22 22 22 22 35 22 22 29 29 22 22 35 22 22 22 22 22 22 11 22 35 22 30 29 29 30 22 35 22 11 22 22 22 22 11 11 36 11 29 29 29 29 11 36 11 11 22 22 22 22 11 11 11 11 30 29 29 30 11 11 11 11 22 22 22 22 11 11 11 11 29 29 29 29 11 11 11 11 22 22 22 22 11 11 11 11 30 29 29 30 11 11 11 11 22 22 22 22 11 11 11 11 22 29 29 22 11 11 11 11 22 22 22 22 22 11 11 11 22 63 63 22 11 11 11 22 22 22 22 22 22 22 22 22 22 63 63 22 22 22 22 22 22 22 22 22 22 22 22 22 22 63 63 22 22 22 22 22 22 22 "
2 "22 22 22 22 22 22 22 22 22 22 22 22 22 22 22 22 22 22 22 26 29 29 29 25 22 22 22 26 29 29 25 22 22 22 22 30 29 29 29 29 25 26 30 29 29 29 29 22 22 22 26 29 29 29 29 29 29 29 29 29 29 29 29 22 22 22 29 29 29 29 29 29 29 29 29 29 29 29 29 22 22 22 29 29 29 29 29 29 29 29 29 29 29 29 30 22 22 22 29 29 29 29 29 29 29 29 29 29 29 29 27 22 22 22 29 29 29 29 29 29 30 29 29 29 29 29 22 22 22 22 28 30 29 29 29 29 29 29 29 29 27 22 22 22 22 22 22 22 28 29 29 29 29 29 30 27 22 22 22 22 22 22 22 22 22 28 29 29 29 27 22 22 22 22 22 22 22 22 22 22 22 22 29 29 27 22 22 22 22 22 22 22 "
3 "22 22 22 22 22 22 22 22 22 22 22 22 22 22 22 22 22 22 22 22 22 22 22 22 22 22 22 22 22 22 22 22 22 26 29 29 25 22 22 26 29 29 29 25 22 22 22 22 22 29 29 29 29 25 26 29 29 29 29 29 29 29 25 22 22 29 29 29 29 29 29 29 99 99 29 29 29 29 29 29 22 29 29 99 99 99 99 99 99 99 99 99 99 29 29 29 22 29 99 99 99 99 99 99 99 99 99 99 99 99 99 99 22 29 29 99 99 99 99 99 99 99 99 99 99 99 99 99 22 29 29 29 99 99 99 99 99 99 29 29 29 29 99 99 22 28 29 29 29 29 29 29 99 29 29 27 28 29 99 99 22 22 22 22 28 29 29 29 29 29 27 22 22 22 99 99 22 22 22 22 22 22 22 22 22 22 22 22 22 22 22 99 "
4 "22 22 22 22 22 22 22 22 22 22 22 22 22 22 22 22 22 22 22 22 22 22 22 29 22 22 22 26 29 29 25 22 22 22 22 22 22 22 22 22 22 22 29 29 29 29 29 22 22 22 22 22 22 22 22 22 22 22 29 29 29 29 29 22 29 29 29 29 25 22 22 22 22 22 28 29 29 29 27 22 29 29 29 29 29 25 22 22 22 22 22 28 29 27 22 22 99 29 29 29 29 29 29 29 25 22 22 22 22 22 22 22 99 99 99 29 29 29 29 29 29 25 22 22 22 22 22 22 99 99 99 99 29 29 29 29 29 29 25 22 22 22 22 22 99 99 99 99 29 29 29 29 29 29 29 25 22 22 22 22 99 99 99 99 22 22 22 28 29 29 29 29 22 22 22 22 99 99 99 99 99 22 22 22 28 29 29 29 22 22 22 22 "
ROW 2
1 "22 22 22 22 22 22 22 22 22 22 22 22 22 22 22 22 22 22 29 29 29 22 22 29 29 22 22 22 29 29 22 22 22 29 29 29 29 29 29 29 29 29 29 29 29 29 29 22 22 99 99 29 29 29 29 29 29 29 29 99 99 99 99 22 22 99 99 99 99 99 99 99 99 99 99 99 99 99 99 22 22 99 99 99 99 99 99 99 99 99 99 99 99 99 99 22 22 99 99 99 99 99 99 99 99 99 99 99 99 99 99 22 22 99 99 99 99 99 99 99 99 99 99 99 99 99 99 22 22 99 99 99 99 99 99 99 99 99 99 99 99 99 99 22 22 29 29 29 29 29 29 29 29 29 29 29 29 29 29 22 22 29 29 29 29 29 29 29 29 29 29 29 29 29 29 29 22 22 22 22 22 22 22 22 22 22 22 22 22 22 22 22 "
2 "22 22 22 22 22 22 29 29 22 22 22 22 22 22 22 22 22 22 22 22 22 99 99 99 99 99 22 29 22 22 22 22 22 22 22 99 99 99 99 99 99 99 99 99 99 22 22 22 22 22 99 99 99 99 99 99 99 99 99 99 99 99 22 22 22 29 99 99 99 99 99 99 99 99 99 99 99 99 99 22 22 22 99 99 99 99 99 99 99 99 99 99 99 99 29 29 22 22 99 99 99 99 99 99 99 99 99 99 99 99 29 29 22 22 99 99 99 99 99 99 99 99 99 99 99 99 99 22 22 29 29 99 99 99 29 29 29 29 99 99 99 99 99 22 22 29 29 29 99 22 22 28 29 29 29 29 99 99 99 22 29 29 29 29 22 22 22 22 22 28 29 29 29 99 22 22 22 22 22 22 22 22 22 22 22 22 28 29 29 22 22 22 "
3 "22 22 22 22 22 22 22 22 22 22 22 22 22 22 22 22 22 22 22 22 22 22 22 26 29 29 29 29 25 22 22 22 22 22 22 22 22 26 29 29 29 29 29 29 29 25 22 22 22 22 22 26 29 29 29 29 29 27 28 29 29 29 22 22 22 26 29 29 29 29 29 27 22 22 22 29 29 29 22 22 29 29 29 29 29 29 27 22 22 22 26 29 29 29 22 22 29 29 29 29 29 27 22 22 22 26 29 29 29 27 22 22 22 22 22 22 22 22 22 22 26 29 29 29 29 22 22 22 22 22 22 22 22 22 22 26 29 29 29 29 27 22 22 22 22 22 22 22 22 22 29 29 29 29 29 27 22 22 22 22 22 22 22 22 22 22 29 29 29 29 27 22 22 22 22 22 22 22 22 22 22 22 29 29 29 27 22 22 22 22 22 22 "
4 "99 99 99 99 99 22 22 22 22 29 29 29 22 22 22 22 99 29 29 29 99 99 22 22 22 29 29 29 22 22 22 22 99 29 29 29 99 99 22 22 22 28 29 27 22 22 22 22 99 29 29 29 99 99 99 22 22 22 29 22 22 22 22 22 99 99 29 99 99 99 99 99 22 26 29 25 22 22 22 22 99 99 29 99 99 99 99 99 29 29 29 29 22 22 22 22 22 99 29 29 29 29 29 29 29 29 29 27 22 22 22 22 22 99 99 99 99 99 29 29 29 29 29 22 22 22 22 22 22 99 99 99 99 99 99 29 29 29 29 25 22 22 22 22 22 22 29 29 29 29 99 29 29 29 29 29 22 22 22 22 22 22 22 22 22 22 22 29 29 29 29 29 22 22 22 22 22 22 22 22 22 22 22 22 28 29 29 29 22 22 22 22 "
